City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,kingscliff,-28.2667,153.5667,24.89,94,100,2.57,AU,1709414075
288,severobaykal'sk,55.65,109.3167,-16.39,96,100,1.55,RU,1709414075
289,lihue,21.9789,-159.3672,25.58,69,40,5.66,US,1709413961
290,arkhangel'sk,64.5401,40.5433,0.07,86,40,2.0,RU,1709414075
291,mundri,-6.9558,111.71,24.76,93,100,1.1,ID,1709414075
292,pisco,-13.7,-76.2167,28.03,61,0,4.12,PE,1709414075
293,ngama,11.7833,17.1667,31.77,14,100,4.45,TD,1709414076
294,lagoa,39.05,-27.9833,14.95,71,94,8.44,PT,1709414076
295,caleta de carquin,-11.0925,-77.6267,25.61,71,66,3.32,PE,1709413937
296,namtsy,62.7161,129.6658,-25.17,98,100,1.41,RU,1709414076
297,san narciso,15.0143,120.0803,23.87,75,14,3.06,PH,1709414076
298,paea,-17.6833,-149.5833,30.84,70,40,2.06,PF,1709414076
299,independencia,-5.3964,-40.3086,25.93,81,64,1.87,BR,1709414077
300,princeville,45.7668,-61.2985,6.97,71,50,2.68,CA,1709414077
301,uray,60.1247,64.7758,-5.07,89,99,4.02,RU,1709414077
302,yankton,42.8711,-97.3973,18.4,45,0,9.77,US,1709414077
303,guazacapan,14.0742,-90.4167,31.68,44,61,4.27,GT,1709414077
304,gidole,5.65,37.3667,19.0,56,98,2.74,ET,1709414077
305,questembert,47.6667,-2.4667,6.46,87,0,2.57,FR,1709414077
306,kyzylorda,44.8528,65.5092,-3.97,65,29,7.0,KZ,1709414078
307,porto novo,6.4965,2.6036,28.27,83,10,3.79,BJ,1709414078
308,dzhalagash,45.0833,64.6667,-4.22,67,6,5.94,KZ,1709414078
309,kamaishi,39.2667,141.8833,-2.25,70,30,2.1,JP,1709414078
310,howrah,22.5892,88.3103,25.0,83,40,2.06,IN,1709414078
311,novomyshastovskaya,45.1991,38.5827,8.43,66,100,6.63,RU,1709414078
312,fortuna,40.5982,-124.1573,7.42,93,75,3.6,US,1709413757
313,broome,42.2506,-75.833,7.6,96,100,0.45,US,1709414079
314,kalemie,-5.9475,29.1947,22.39,88,100,1.81,CD,1709414079
315,shenkursk,62.1091,42.896,-0.33,91,100,2.25,RU,1709414079
316,sisophon,13.5859,102.9737,28.13,50,89,2.72,KH,1709414079
317,cruzeiro do sul,-29.5128,-51.9853,31.71,73,81,1.47,BR,1709414079
318,mount pearl,47.5166,-52.7813,-3.15,76,36,3.13,CA,1709414079
319,nadi,-17.8,177.4167,31.0,70,20,2.57,FJ,1709414079
320,bereznik,62.8551,42.7072,-1.3,93,97,2.3,RU,1709414080
321,sur,22.5667,59.5289,18.44,49,94,3.25,OM,1709414080
322,dudinka,69.4058,86.1778,-10.21,92,100,9.51,RU,1709414080
323,itoman,26.1247,127.6694,14.43,94,75,6.17,JP,1709414080
324,yangambi,0.8102,24.4336,22.46,95,99,2.86,CD,1709414080
325,bel ombre,-4.6167,55.4167,27.67,79,66,7.15,SC,1709414080
326,taguatinga,-12.3857,-46.5711,28.86,73,98,1.24,BR,1709413925
327,maloye ganyushkino,46.6,49.2667,-0.01,72,100,5.88,KZ,1709414080
328,sanibel,26.449,-82.0223,26.16,80,100,2.68,US,1709414081
329,upington,-28.4478,21.2561,30.03,25,11,3.11,ZA,1709413963
330,les anglais,18.3054,-74.2197,26.77,71,26,1.61,HT,1709414081
331,kulhudhuffushi,6.6221,73.07,27.57,74,95,3.5,MV,1709414081
332,grande prairie,55.1667,-118.8027,-16.29,84,100,4.76,CA,1709414081
333,sergeyevka,53.88,67.4158,-18.36,100,100,2.88,KZ,1709414081
334,raunds,52.3443,-0.5366,4.23,91,74,2.68,GB,1709414081
335,el calafate,-50.3408,-72.2768,10.08,50,9,11.0,AR,1709414082
336,byford,-32.2167,116.0,26.01,62,100,6.17,AU,1709414082
337,san juan,-31.5375,-68.5364,27.23,25,97,9.76,AR,1709414082
338,rikaze,29.25,88.8833,0.01,51,0,1.46,CN,1709414082
339,kutum,14.2,24.6667,25.24,13,100,3.7,SD,1709414082
340,serra talhada,-7.9919,-38.2983,28.67,59,79,1.19,BR,1709414082
341,pierre,44.3683,-100.351,8.51,61,0,3.6,US,1709414083
342,brookings,44.3114,-96.7984,13.94,62,0,9.26,US,1709413819
343,carutapera,-1.195,-46.02,26.65,84,100,2.74,BR,1709414083
344,yampil',51.95,33.7833,-0.71,86,14,5.05,UA,1709414083
345,makoua,0.0069,15.6333,22.65,94,100,1.15,CG,1709414083
346,college,64.8569,-147.8028,-17.66,54,0,2.06,US,1709414083
347,katagum,12.2867,10.3527,29.48,9,100,4.64,NG,1709414083
348,howard springs,-12.497,131.047,26.1,95,100,0.8,AU,1709414084
349,codrington,-38.2667,141.9667,14.16,71,91,5.02,AU,1709414084
350,sungai penuh,-2.0833,101.3833,19.14,98,100,0.54,ID,1709414084
351,vadso,70.0744,29.7487,0.49,86,100,2.57,NO,1709414084
352,chibuto,-24.6867,33.5306,23.72,83,6,3.73,MZ,1709414084
353,aden,12.7794,45.0367,25.81,83,20,8.91,YE,1709414084
354,veseloyarsk,51.2836,81.1056,-11.68,96,100,2.4,RU,1709414084
355,sarmiento,-45.5882,-69.07,17.41,19,41,9.74,AR,1709414085
356,taunggyi,20.7833,97.0333,12.48,41,0,1.95,MM,1709414085
357,qaisumah,28.3112,46.1273,12.98,21,0,5.14,SA,1709414085
358,poronaysk,49.2167,143.1167,-12.74,97,100,1.74,RU,1709414085
359,sao tome,0.3365,6.7273,28.12,77,100,0.48,ST,1709414086
360,vorgashor,67.5833,63.95,-1.8,96,100,6.21,RU,1709414086
361,island harbour,50.724,-1.2758,4.43,87,96,3.53,GB,1709414086
362,ciudad madero,22.2667,-97.8333,26.11,73,40,6.16,MX,1709414036
363,lata,40.1629,-8.3327,8.37,90,65,2.5,PT,1709414086
364,salalah,17.0151,54.0924,24.05,57,0,2.06,OM,1709414086
365,dryden,49.7833,-92.7503,-1.92,74,100,2.6,CA,1709414086
366,rongelap,11.1635,166.8941,26.52,83,98,9.04,MH,1709414086
367,paracuru,-3.41,-39.0306,28.95,80,51,3.85,BR,1709414087
368,la ronge,55.1001,-105.2842,-17.03,75,87,2.41,CA,1709413885
369,ondo,7.1,4.8333,25.67,89,100,1.33,NG,1709414087
370,chos malal,-37.3781,-70.2709,29.96,4,28,4.6,AR,1709414087
371,tomatlan,19.9333,-105.25,30.53,39,41,4.42,MX,1709414087
372,tanjung pandan,-2.75,107.65,26.28,88,100,2.99,ID,1709414087
373,kegen,43.0197,79.2203,-9.47,96,100,1.08,KZ,1709414087
374,gazli,40.1333,63.45,1.6,86,100,0.96,UZ,1709414088
375,castlebar,53.85,-9.3,3.47,87,99,5.25,IE,1709414088
376,qusmuryn,52.4503,64.6311,-20.27,100,99,1.35,KZ,1709414088
377,zaoyang,32.1272,112.7542,4.69,84,1,5.01,CN,1709414088
378,alaghsas,17.0187,8.0168,24.47,8,42,4.91,NE,1709414088
379,bamboo flat,11.7,92.7167,25.53,69,99,2.8,IN,1709414088
380,kingston,17.997,-76.7936,28.98,66,53,3.29,JM,1709414089
381,ettrick,37.2402,-77.43,13.96,83,100,3.09,US,1709414089
382,ra-ngae,6.2968,101.7284,23.92,95,100,1.24,TH,1709414089
383,ouarzazat,30.9189,-6.8934,13.15,43,46,3.04,MA,1709414089
384,kruisfontein,-34.0033,24.7314,19.38,76,100,2.08,ZA,1709414089
385,pendleton,45.6721,-118.7886,8.74,43,75,8.23,US,1709414089
386,inari,68.906,27.0288,1.11,93,100,2.16,FI,1709414089
387,kalat,29.0225,66.5916,-5.66,64,10,5.55,PK,1709414089
388,conduaga,8.862,117.4893,23.64,84,97,1.23,PH,1709414090
389,utrik,11.2278,169.8474,26.73,78,34,10.1,MH,1709414090
390,kodinar,20.7903,70.7031,20.26,60,0,6.13,IN,1709414090
391,okakarara,-20.5833,17.4333,24.8,33,42,1.99,NA,1709414090
392,new norfolk,-42.7826,147.0587,15.72,65,95,7.9,AU,1709414090
393,tonekabon,36.8163,50.8738,7.97,72,51,1.85,IR,1709414090
394,sao felix do xingu,-6.6447,-51.995,27.03,91,92,0.7,BR,1709413846
395,novoishimskiy,53.1981,66.7694,-20.38,100,100,2.31,KZ,1709414090
396,huarmey,-10.0681,-78.1522,25.51,72,49,3.39,PE,1709414062
397,itaituba,-4.2761,-55.9836,26.08,96,100,1.43,BR,1709414091
398,surgut,61.25,73.4167,-6.72,85,75,4.02,RU,1709414091
399,ola,59.5833,151.2833,-12.43,89,100,4.48,RU,1709414091
400,nar'yan-mar,67.6713,53.087,0.06,95,100,7.6,RU,1709414091
401,fada,9.5667,8.3,27.81,24,41,1.18,NG,1709414091
402,guerrero negro,27.9769,-114.0611,18.01,61,100,8.99,MX,1709413815
403,siwa oasis,29.2041,25.5195,17.04,38,4,3.03,EG,1709414092
404,watsa,3.0372,29.5355,22.57,57,85,1.36,CD,1709414092
405,altdorf,49.3875,11.3572,6.18,89,20,2.24,DE,1709414092
406,nguigmi,14.2495,13.1092,27.34,20,21,6.0,NE,1709414092
407,calingasta,-31.3308,-69.4078,29.36,35,71,6.5,AR,1709414092
408,butte,39.6499,-121.5677,10.01,57,100,9.26,US,1709414092
409,mar del plata,-38.0023,-57.5575,23.01,59,20,9.83,AR,1709414092
410,aykhal,66.0,111.5,-17.5,98,100,1.78,RU,1709414092
411,deltebre,40.7499,0.7868,14.84,61,100,12.81,ES,1709414093
412,bezenchuk,52.982,49.4333,-15.56,100,83,0.6,RU,1709414093
413,forshaga,59.5254,13.4813,4.29,93,100,3.6,SE,1709414093
414,mirabad,30.4362,61.8383,4.59,52,0,4.35,AF,1709414093
415,molde,62.7375,7.1591,4.88,81,100,2.57,NO,1709414093
416,san luis de la loma,17.2706,-100.8939,29.94,50,8,4.86,MX,1709414093
417,carolina beach,34.0352,-77.8936,23.04,82,100,2.38,US,1709414075
418,brisas de zicatela,15.8369,-97.0419,30.29,70,0,3.09,MX,1709414094
419,papao,-17.75,-149.55,30.82,79,95,7.23,PF,1709413854
420,hadibu,12.65,54.0333,24.45,75,65,3.97,YE,1709414094
421,mwene-ditu,-7.0,23.45,19.52,92,100,1.11,CD,1709414094
422,kenai,60.5544,-151.2583,-6.95,45,0,8.75,US,1709414094
423,loralai,30.3705,68.598,0.65,45,0,3.22,PK,1709414094
424,savelugu,9.6244,-0.8253,36.07,29,94,3.08,GH,1709414095
425,bikenibeu village,1.3673,173.1241,28.98,84,40,4.63,KI,1709414095
426,tofol,5.3248,163.0078,28.01,78,100,10.18,FM,1709414095
427,bahia de kino,28.8333,-111.9333,29.4,44,100,3.98,MX,1709414034
428,geneina,13.45,22.45,28.32,14,100,4.54,SD,1709414095
429,port augusta,-32.5,137.7667,19.68,66,0,5.66,AU,1709414095
430,richards bay,-28.783,32.0377,22.75,89,5,2.23,ZA,1709414095
431,karkira,36.9292,6.5856,13.15,58,99,4.23,DZ,1709414096
432,nova vicosa,-17.8919,-39.3719,26.14,87,100,5.05,BR,1709414096
433,ensenada,31.8667,-116.6167,18.3,69,97,4.67,MX,1709414182
434,bubaque,11.2833,-15.8333,25.4,69,88,5.71,GW,1709414096
435,ouani,-12.1322,44.4258,28.32,77,100,2.44,KM,1709414096
436,deqen,29.9618,90.7188,-0.26,47,0,2.94,CN,1709414096
437,tuy hoa,13.0833,109.3,22.29,91,96,2.92,VN,1709414096
438,iskateley,67.6803,53.1512,0.01,95,100,7.6,RU,1709414097
439,nenjiang,49.1833,125.2167,-20.35,97,100,0.84,CN,1709414097
440,arno,60.1167,18.6333,0.99,95,100,3.27,SE,1709414097
441,fale old settlement,-9.3852,-171.2468,29.45,77,25,8.39,TK,1709414097
442,fort mcmurray,56.7268,-111.381,-17.23,77,99,2.09,CA,1709414097
443,baoro,5.6667,15.9667,24.38,54,100,1.26,CF,1709414097
444,constitucion,-35.3333,-72.4167,21.06,52,1,8.36,CL,1709414097
445,krasnogorskoye,52.2953,86.1979,-9.39,99,94,0.39,RU,1709414098
446,al manaqil,14.2459,32.9891,28.45,12,100,4.66,SD,1709414098
447,ar rutbah,33.0381,40.2848,10.88,34,64,5.25,IQ,1709414098
448,tocopilla,-22.092,-70.1979,22.64,70,100,2.76,CL,1709413992
449,quepos,9.4236,-84.1652,29.61,56,51,2.74,CR,1709414098
450,zimmerman,45.4433,-93.59,15.78,51,0,6.17,US,1709414098
451,reyes,-14.3167,-67.3833,29.61,69,100,1.77,BO,1709414098
452,prince george,53.9166,-122.753,-9.1,62,0,9.26,CA,1709414098
453,coquimbo,-29.9533,-71.3436,20.36,75,48,2.59,CL,1709413824
454,arenapolis,-14.4503,-56.8461,30.62,60,83,1.33,BR,1709414099
455,galesong,-5.3166,119.3661,26.01,85,95,0.93,ID,1709414099
456,makinsk,52.6292,70.4169,-19.39,100,100,2.13,KZ,1709414099
457,kuacjok,8.3002,27.9903,31.7,16,99,1.09,SS,1709414099
458,es castell,39.8795,4.2854,14.38,77,40,9.26,ES,1709414099
459,saint-pierre,-21.3393,55.4781,24.82,69,0,2.57,RE,1709414099
460,chernyshevskiy,63.0128,112.4714,-26.56,100,100,1.15,RU,1709414100
461,timmins,48.4669,-81.3331,3.96,94,90,0.91,CA,1709414100
462,firmat,-33.4594,-61.4832,24.39,85,98,7.1,AR,1709414100
463,puerto aysen,-45.4,-72.7,11.56,85,95,2.64,CL,1709414100
464,boa vista,2.8197,-60.6733,33.99,38,75,4.12,BR,1709414100
465,mejit,10.2753,170.8646,26.82,79,63,10.04,MH,1709413837
466,francistown,-21.17,27.5079,20.76,41,0,3.5,BW,1709414100
467,tanumah,27.1,44.1333,17.43,16,87,6.06,SA,1709414100
468,timimoun,29.2639,0.231,19.18,17,0,2.29,DZ,1709414101
469,muncar,-8.4333,114.3333,25.08,92,97,1.21,ID,1709414101
470,konongo,6.6167,-1.2167,25.92,78,53,0.88,GH,1709414101
471,mount pleasant,32.7941,-79.8626,22.08,87,75,3.09,US,1709414101
472,san-pedro,4.7485,-6.6363,27.75,85,37,4.26,CI,1709414101
473,usinsk,65.9939,57.5281,-1.63,97,100,8.05,RU,1709413957
474,dixon,38.4455,-121.8233,12.21,65,75,7.2,US,1709414102
475,xuddur,4.1213,43.8894,25.79,53,78,6.56,SO,1709414102
476,manta,-0.95,-80.7333,27.88,89,40,4.63,EC,1709414103
477,chengde,40.9725,117.9361,-5.76,49,0,1.93,CN,1709414103
478,san juan de miraflores,-12.1629,-76.9635,27.29,73,75,3.42,PE,1709414103
479,retreat,38.8245,-85.8533,10.55,82,92,0.45,US,1709414104
480,ocara,-4.4908,-38.5967,25.45,92,85,3.66,BR,1709414104
481,popondetta,-8.7537,148.2534,24.52,95,100,0.87,PG,1709414104
482,izhevsk,56.85,53.2333,-1.04,81,100,2.37,RU,1709414005
483,irtyshsk,53.3333,75.4572,-15.01,99,66,2.96,KZ,1709414105
484,port douglas,-16.4833,145.4667,26.33,86,71,2.41,AU,1709414105
485,urucara,-2.5364,-57.76,28.06,76,100,0.95,BR,1709414105
486,camocim,-2.9022,-40.8411,26.71,81,41,3.62,BR,1709414105
487,kindu,-2.95,25.95,21.54,98,99,1.36,CD,1709414106
488,belmonte,-15.8631,-38.8828,27.04,89,100,3.07,BR,1709414106
489,crane,31.3974,-102.3501,26.11,13,96,3.97,US,1709414095
490,kristiansund,63.1115,7.732,5.36,70,75,3.09,NO,1709414106
491,dali,25.7,100.1833,6.96,59,0,2.5,CN,1709414106
492,akobo,7.4344,3.9497,26.56,82,92,3.0,NG,1709414107
493,challapata,-18.9,-66.7667,16.5,44,66,3.27,BO,1709413893
494,acapulco de juarez,16.8634,-99.8901,30.9,51,20,6.17,MX,1709413809
495,dainville,50.281,2.726,6.51,95,100,3.55,FR,1709414108
496,salsomaggiore terme,44.8148,9.9796,9.72,50,72,1.72,IT,1709414108
497,villa gesell,-37.2639,-56.973,21.14,66,16,16.75,AR,1709414108
498,tsiombe,-25.3,45.4833,24.22,82,2,4.03,MG,1709414108
499,monterey,36.2505,-121.2516,8.43,76,96,1.25,US,1709414108
500,arica,-18.475,-70.3042,27.75,75,51,3.14,CL,1709414109
501,praia da vitoria,38.7333,-27.0667,15.42,71,31,4.04,PT,1709414109
502,mugumu,-1.85,34.7,17.56,78,87,1.48,TZ,1709414109
503,ketchikan,55.3422,-131.6461,2.97,48,0,4.63,US,1709414110
504,oak grove,45.4168,-122.6401,5.21,89,83,3.13,US,1709414110
505,castillos,-34.1667,-53.8333,30.46,50,74,2.98,UY,1709414110
506,taoudenni,22.6783,-3.9836,24.13,9,0,3.83,ML,1709414110
507,yeppoon,-23.1333,150.7333,22.88,81,9,0.81,AU,1709414110
508,micheweni,-4.9667,39.8333,28.19,79,100,3.6,TZ,1709414111
509,west bay,19.3667,-81.4167,30.04,62,20,4.63,KY,1709414069
510,jinghong,21.991,100.7341,15.45,34,0,1.08,CN,1709414111
511,mangrol,21.1167,70.1167,20.05,59,0,6.98,IN,1709414111
512,ulladulla,-35.35,150.4667,17.79,89,50,2.18,AU,1709414111
513,santa quiteria do maranhao,-3.5156,-42.5467,25.29,96,91,2.23,BR,1709414111
514,kansk,56.2017,95.7175,-21.54,100,99,1.13,RU,1709414111
515,rheine,52.2833,7.45,11.19,67,95,1.34,DE,1709414112
516,mabaruma,8.2,-59.7833,27.96,64,50,3.31,GY,1709414112
517,leer,53.2316,7.461,10.0,82,99,5.72,DE,1709414112
518,kinkala,-4.3614,14.7644,23.76,91,88,1.46,CG,1709414112
519,thurgoona,-36.0451,146.9919,13.67,59,0,0.94,AU,1709414112
520,port blair,11.6667,92.75,25.62,68,100,2.82,IN,1709414113
521,crozon,48.2464,-4.4899,6.07,75,100,2.57,FR,1709414113
522,kaa-khem,51.6833,94.7333,-15.89,96,99,1.46,RU,1709414113
523,nassjo,57.6531,14.6968,4.51,98,100,2.79,SE,1709414113
524,ciudad insurgentes,25.2625,-111.7753,23.92,34,99,7.27,MX,1709414113
525,mccook,40.2019,-100.6257,26.25,25,0,5.66,US,1709414114
526,lohardaga,23.4333,84.6833,20.67,35,53,0.76,IN,1709414114
527,ajaccio,42.0,8.9167,8.99,81,75,2.57,FR,1709414114
528,tome acu,-2.4189,-48.1522,25.33,97,100,1.29,BR,1709414114
529,bochum,51.4833,7.2167,12.43,66,100,1.34,DE,1709413937
530,tazacorte,28.629,-17.9293,18.54,67,40,7.2,ES,1709413893
531,turpan,42.9333,89.1667,2.15,33,98,1.48,CN,1709414115
532,changde,29.0464,111.6783,5.48,86,3,2.0,CN,1709414115
533,masterton,-40.9597,175.6575,19.5,62,100,2.77,NZ,1709414115
534,paramonga,-10.6667,-77.8333,25.88,70,66,3.46,PE,1709414115
535,obock,12.25,43.0833,20.87,82,22,9.57,DJ,1709414115
536,lethem,3.3803,-59.7968,36.93,28,89,3.88,GY,1709414116
537,tonk,26.1667,75.7833,19.23,69,45,3.33,IN,1709414116
538,anaconda,46.1285,-112.9423,1.55,61,100,4.48,US,1709414116
539,tosontsengel,48.7567,98.2839,-21.46,94,100,1.12,MN,1709414116
540,belle fourche,44.6714,-103.8522,18.06,22,95,8.52,US,1709414116
541,pass christian,30.3158,-89.2475,20.56,77,100,1.54,US,1709414116
542,sisimiut,66.9395,-53.6735,-5.49,69,100,12.48,GL,1709414117
543,amarante do maranhao,-5.5667,-46.7422,25.97,91,96,1.22,BR,1709414117
544,stantsiya novyy afon,43.0806,40.8383,11.63,56,100,1.35,GE,1709414117
545,lagos,6.5833,3.75,27.86,87,100,1.72,NG,1709413747
546,along,28.1667,94.7667,14.51,81,86,0.81,IN,1709414117
547,vila velha,-20.3297,-40.2925,26.97,74,40,5.66,BR,1709413858
548,ciudad del carmen,18.6333,-91.8333,31.02,62,40,3.09,MX,1709414117
549,malabar,-33.9667,151.25,20.66,79,75,3.09,AU,1709414118
550,mokhsogollokh,61.4681,128.9203,-21.54,93,100,3.41,RU,1709414118
551,conde,-7.2597,-34.9075,28.7,79,20,3.09,BR,1709414118
552,ghanzi,-21.5667,21.7833,23.56,30,54,2.61,BW,1709414118
553,namsos,64.4662,11.4957,5.03,75,100,6.69,NO,1709414118
554,sittwe,20.15,92.9,19.47,62,19,3.28,MM,1709414118
555,yongfeng,27.4283,112.1834,4.44,89,0,1.68,CN,1709414118
556,opuwo,-18.0607,13.84,24.72,51,24,2.11,NA,1709414119
557,kununurra,-15.7667,128.7333,26.99,94,100,0.0,AU,1709414119
558,bastia,42.6667,9.3333,11.28,83,0,1.79,FR,1709414119
559,dharangaon,21.0167,75.2667,23.58,58,0,5.75,IN,1709414119
560,veshkayma,54.05,47.1333,-13.54,100,92,0.79,RU,1709414119
561,mulanje,-16.0316,35.5,21.27,98,89,2.32,MW,1709414119
562,hillvue,-31.1244,150.915,18.95,94,100,1.54,AU,1709414120
563,goya,-29.14,-59.2626,35.88,48,1,1.46,AR,1709414120
564,mahabad,36.7631,45.7222,2.93,52,82,4.0,IR,1709414120
565,kushiro,42.975,144.3747,-5.54,67,3,9.27,JP,1709414120
566,thunder bay,48.4001,-89.3168,3.7,76,100,3.35,CA,1709414120
567,gebeit,21.0667,36.3167,20.87,76,18,1.79,SD,1709414120
568,at-bashi,41.1702,75.8106,-8.36,95,100,0.85,KG,1709414121
569,kasama,-10.2129,31.1808,18.08,97,100,0.91,ZM,1709414121
570,khabarovsk,48.4808,135.0928,-16.11,66,0,3.0,RU,1709414121
571,kisangani,0.5167,25.2,22.83,96,100,1.89,CD,1709414121
572,serhetabat,35.2799,62.3438,-10.72,93,26,2.68,TM,1709414121
573,zhanibek,49.4167,46.85,-1.82,79,75,5.19,KZ,1709414121
574,ha giang,22.8333,104.9833,11.15,93,49,0.8,VN,1709414121
575,grand-bourg,15.8835,-61.3148,27.11,73,12,7.51,GP,1709414122
576,dunedin,-45.8742,170.5036,13.78,63,52,2.68,NZ,1709414122
577,bayji,34.9311,43.487,12.03,24,2,2.65,IQ,1709414122
